"user_id","age","gender","country","urban_rural","income_level","employment_status","education_level","relationship_status","has_children","household_size","occupation","ethnicity","language_preference","device_type","weekly_purchases","monthly_spend","cart_abandonment_rate","review_writing_frequency","average_order_value","preferred_payment_method","coupon_usage_frequency","loyalty_program_member","referral_count","product_category_preference","shopping_time_of_day","weekend_shopper","impulse_purchases_per_month","browse_to_buy_ratio","return_frequency","budgeting_style","brand_loyalty_score","impulse_buying_score","environmental_consciousness","health_conscious_shopping","travel_frequency","hobby_count","social_media_influence_score","reading_habits","exercise_frequency","stress_from_financial_decisions","overall_stress_level","sleep_quality","physical_activity_level","mental_health_score","daily_session_time_minutes","product_views_per_day","ad_views_per_day","ad_clicks_per_day","wishlist_items_count","cart_items_average","checkout_abandonments_per_month","purchase_conversion_rate","app_usage_frequency","notification_response_rate","account_age_months","last_purchase_date","social_sharing_frequency","premium_subscription","return_rate"
934698,66,"Female","China","Urban",95959,"Student","Bachelor","In a relationship",0,2,"IT","Asian","Mandarin","Desktop",10,2599,77,2,143,"Apple Pay",3,1,6,"Books","Night",0,4,18,10,"Moderate",8,9,3,1,9,4,10,3,2,9,7,8,1,9,48,18,9,2,20,2,4,28,3,14,11,"2025-01-06",0,0,20
518760,30,"Male","UK","Urban",84146,"Unemployed","Master","Widowed",0,8,"Retail","African American","English","Mobile",7,4861,33,7,278,"Google Pay",1,0,4,"Beauty","Evening",0,2,46,10,"Strict",3,4,8,1,6,1,4,11,0,3,5,7,3,5,11,30,17,3,13,4,4,28,4,66,14,"2025-09-14",5,1,30
776232,52,"Female","Brazil","Urban",113208,"Retired","Bachelor","Widowed",1,6,"Other","Hispanic","French","Mobile",10,1363,12,4,128,"Debit Card",3,1,0,"Books","Night",0,2,71,5,"Moderate",1,2,1,0,3,4,1,13,7,1,0,4,0,3,50,40,6,2,19,1,1,93,3,40,17,"2025-10-07",6,1,59
84846,27,"Female","Germany","Urban",26846,"Student","High School","Single",0,5,"IT","Caucasian","Mandarin","Tablet",16,1265,5,1,139,"Bank Transfer",0,0,8,"Electronics","Evening",1,0,48,9,"Strict",4,0,10,0,0,5,2,24,4,0,0,9,9,10,47,35,9,4,20,3,3,40,1,22,19,"2025-02-25",6,0,5
74827,70,"Female","Brazil","Rural",167437,"Student","High School","Single",0,7,"Other","Asian","Spanish","Tablet",15,1375,0,2,430,"PayPal",1,1,4,"Groceries","Night",1,2,18,6,"Strict",10,0,10,0,5,4,3,15,6,0,0,5,2,7,114,46,7,0,0,8,1,98,4,51,13,"2026-07-13",0,0,3
109184,61,"Male","UK","Suburban",53793,"Student","High School","In a relationship",0,8,"Marketing","Caucasian","Mandarin","Desktop",2,2033,43,2,262,"Bank Transfer",4,0,2,"Electronics","Evening",0,3,100,2,"Strict",5,5,8,0,8,1,1,0,0,5,5,8,3,1,60,21,19,5,17,2,2,49,5,93,7,"2025-12-08",0,0,95
741523,36,"Male","France","Rural",91087,"Self-employed","High School","Widowed",0,1,"Engineering","African American","Hindi","Desktop",3,2009,64,2,199,"Apple Pay",4,0,0,"Sports","Afternoon",1,5,47,11,"Loose",3,8,3,1,11,4,9,4,7,8,6,4,4,2,37,26,14,4,20,6,3,13,2,77,3,"2026-05-10",2,0,77
575785,58,"Male","Germany","Rural",123002,"Student","High School","Widowed",1,9,"Education","African American","French","Desktop",15,2833,10,1,413,"Credit Card",0,1,4,"Groceries","Evening",0,2,18,11,"Moderate",4,2,6,1,12,3,8,23,0,3,5,7,6,4,114,10,17,4,0,4,6,25,6,98,10,"2025-08-27",1,1,40
427781,74,"Male","Japan","Rural",134080,"Unemployed","Bachelor","Single",0,1,"IT","Caucasian","French","Mobile",17,2996,15,6,404,"PayPal",0,0,4,"Fashion","Evening",1,2,13,4,"Moderate",4,1,4,1,10,0,7,21,2,3,3,5,7,7,104,29,3,5,19,3,1,91,1,27,23,"2025-01-07",3,0,42
607494,44,"Female","Australia","Suburban",32654,"Unemployed","PhD","Widowed",0,10,"Marketing","Caucasian","German","Mobile",2,1989,44,6,431,"Debit Card",1,1,5,"Sports","Night",0,4,23,7,"Loose",10,6,1,1,10,2,4,7,0,5,6,8,8,1,30,21,10,5,6,9,8,53,5,0,2,"2026-05-08",6,1,65
81105,80,"Male","Australia","Rural",38013,"Self-employed","Master","In a relationship",0,1,"Healthcare","Caucasian","Mandarin","Mobile",20,2601,40,3,35,"Google Pay",1,0,7,"Beauty","Afternoon",1,4,50,5,"Strict",0,4,4,0,6,1,4,24,3,6,5,9,9,7,120,12,1,0,2,1,2,19,3,33,14,"2025-08-29",0,1,96
696460,35,"Male","France","Suburban",47308,"Retired","Bachelor","Divorced",0,3,"Education","Caucasian","Spanish","Mobile",13,3444,34,5,106,"Credit Card",4,0,5,"Home & Kitchen","Afternoon",0,3,62,8,"Moderate",1,5,1,0,11,2,5,7,4,5,5,9,7,5,64,23,7,5,7,2,8,90,0,30,3,"2025-04-30",3,0,9
959074,30,"Female","Brazil","Urban",130011,"Retired","Associate Degree","Widowed",0,6,"IT","Other","German","Desktop",18,4289,65,4,26,"PayPal",1,0,0,"Beauty","Evening",0,4,57,7,"Moderate",6,9,3,0,11,4,8,24,4,8,9,9,9,6,25,25,19,4,3,4,1,99,6,42,24,"2025-11-23",7,0,42
873602,55,"Female","Brazil","Rural",87897,"Retired","Bachelor","In a relationship",1,8,"Other","Caucasian","German","Mobile",4,3230,67,2,221,"Debit Card",3,0,6,"Beauty","Morning",0,6,32,9,"Strict",1,8,2,1,5,0,9,10,3,10,9,4,0,9,61,29,0,2,18,5,10,91,2,9,17,"2026-03-25",1,0,7
798154,76,"Male","UK","Urban",190775,"Retired","Associate Degree","Widowed",1,8,"Marketing","Other","Mandarin","Desktop",19,89,40,2,378,"PayPal",2,1,4,"Groceries","Night",0,4,84,8,"Moderate",1,6,1,0,4,0,4,7,4,6,7,7,3,6,56,25,11,4,16,2,10,91,6,34,24,"2025-04-18",5,0,100
718453,73,"Other","Australia","Urban",153894,"Student","Bachelor","Married",0,6,"Finance","Hispanic","German","Desktop",12,3016,62,4,181,"Credit Card",3,0,8,"Books","Night",1,5,81,12,"Moderate",1,7,10,0,5,0,4,14,6,7,5,8,4,7,60,24,20,4,4,8,1,45,7,89,7,"2025-08-04",4,0,30
463835,63,"Male","Brazil","Urban",172071,"Self-employed","High School","Single",0,1,"Retail","African American","French","Mobile",14,2450,28,3,22,"Debit Card",0,0,5,"Fashion","Morning",1,3,10,12,"Loose",9,2,5,1,11,4,10,3,1,4,5,8,10,2,44,49,1,2,6,2,2,63,6,18,21,"2026-09-15",4,0,66
193314,77,"Male","Japan","Urban",78479,"Employed","Master","Married",1,5,"Engineering","Other","Mandarin","Mobile",8,4901,0,3,307,"Bank Transfer",0,0,5,"Beauty","Evening",1,1,11,1,"Strict",8,1,8,1,1,4,3,15,3,0,2,9,8,8,67,45,2,1,4,3,2,74,0,57,22,"2025-10-29",0,1,14
691368,29,"Male","Canada","Suburban",141655,"Self-employed","Bachelor","Married",0,4,"Other","Hispanic","Mandarin","Desktop",4,260,42,3,345,"Credit Card",3,1,5,"Home & Kitchen","Morning",0,3,77,1,"Moderate",7,5,1,1,2,1,0,0,5,5,5,4,7,8,58,0,14,0,2,3,8,31,4,16,16,"2025-02-22",3,0,17
688158,18,"Male","India","Urban",103718,"Unemployed","Bachelor","Divorced",0,3,"Retail","Other","German","Desktop",15,2359,41,4,109,"PayPal",2,0,8,"Beauty","Afternoon",1,4,54,0,"Moderate",5,4,1,1,5,1,4,2,7,6,8,7,7,1,89,19,8,3,20,9,9,28,1,37,12,"2025-12-15",3,0,89
989065,44,"Male","Canada","Rural",184843,"Student","Associate Degree","In a relationship",1,1,"Education","Other","French","Mobile",2,1980,48,5,471,"Credit Card",1,1,0,"Beauty","Night",0,4,74,5,"Strict",1,6,1,0,11,3,7,19,0,6,6,6,7,3,38,50,5,1,12,10,1,84,5,2,24,"2026-06-10",3,0,12
575552,26,"Male","India","Urban",75950,"Retired","High School","Married",0,9,"Finance","Asian","English","Mobile",10,2532,5,0,462,"Debit Card",3,1,2,"Toys","Night",0,0,13,1,"Strict",6,0,4,1,3,2,5,14,2,0,0,8,3,6,25,13,4,1,20,5,5,21,0,19,20,"2026-09-24",4,1,34
976589,50,"Male","Germany","Urban",96807,"Student","Associate Degree","Divorced",0,6,"Marketing","African American","English","Mobile",5,2316,30,2,87,"Debit Card",0,1,7,"Beauty","Afternoon",1,3,33,12,"Moderate",0,4,0,0,9,3,3,20,0,2,3,8,7,6,14,0,10,4,12,6,8,35,7,25,18,"2025-03-30",2,0,66
403291,45,"Male","China","Urban",123508,"Unemployed","High School","Widowed",0,2,"Retail","Other","English","Mobile",8,3200,25,3,274,"Bank Transfer",0,1,10,"Sports","Afternoon",1,3,98,4,"Strict",4,4,3,1,8,5,10,17,4,3,4,8,5,7,103,47,12,1,14,8,1,34,0,35,18,"2025-10-03",2,0,38
115311,45,"Female","Germany","Rural",188037,"Unemployed","High School","Single",1,10,"Other","Other","Spanish","Mobile",17,2570,0,3,148,"Apple Pay",0,1,5,"Fashion","Morning",1,1,57,5,"Strict",2,0,8,1,5,1,8,1,6,1,1,9,10,9,5,32,20,3,3,3,1,76,1,89,3,"2026-01-22",4,0,30
780405,52,"Male","India","Urban",45548,"Self-employed","Bachelor","In a relationship",0,10,"Marketing","Hispanic","German","Mobile",17,4755,38,4,227,"PayPal",4,1,9,"Home & Kitchen","Evening",1,2,19,12,"Strict",2,5,2,0,1,1,3,1,0,3,2,4,8,10,87,7,9,1,3,4,6,52,6,56,14,"2025-12-17",4,0,14
587005,46,"Male","India","Urban",88087,"Student","High School","Married",0,5,"IT","Asian","English","Mobile",17,2888,27,1,485,"Google Pay",4,1,0,"Electronics","Evening",1,2,50,11,"Strict",0,2,9,0,10,4,6,23,4,4,4,8,9,7,118,42,18,3,4,2,6,4,2,37,19,"2025-05-29",5,1,88
143853,59,"Male","Canada","Urban",55506,"Unemployed","Bachelor","Widowed",0,10,"Engineering","Asian","German","Mobile",18,4111,36,6,498,"Apple Pay",4,1,5,"Sports","Morning",1,4,44,12,"Moderate",10,4,1,0,3,5,9,16,5,4,4,8,1,7,20,42,17,3,17,6,3,6,5,37,13,"2025-10-28",5,0,69
600009,65,"Male","Australia","Urban",108349,"Unemployed","Bachelor","Married",0,4,"Finance","Other","Hindi","Mobile",0,3604,21,2,65,"Apple Pay",2,0,2,"Fashion","Night",0,2,66,10,"Strict",7,3,7,0,5,1,3,18,4,1,0,7,9,2,15,46,6,3,9,3,2,18,5,15,7,"2026-10-14",2,0,75
879024,23,"Female","UK","Urban",158230,"Employed","High School","In a relationship",1,2,"Engineering","Caucasian","German","Mobile",20,967,46,4,261,"Google Pay",0,0,8,"Books","Morning",1,3,31,3,"Moderate",5,6,9,0,7,2,6,15,4,7,8,4,5,4,82,40,7,3,11,7,2,30,7,79,2,"2025-06-27",4,0,12
299048,77,"Female","Brazil","Rural",55848,"Employed","Bachelor","In a relationship",0,9,"Finance","Other","German","Mobile",5,3618,54,5,393,"PayPal",2,1,9,"Beauty","Afternoon",0,5,63,0,"Moderate",2,6,0,0,2,4,4,12,2,5,7,5,1,10,34,23,4,3,3,4,4,16,2,81,7,"2025-12-19",4,1,39
733502,75,"Male","USA","Suburban",55238,"Self-employed","High School","Widowed",1,8,"Education","African American","Mandarin","Desktop",17,3999,37,0,480,"PayPal",0,0,4,"Home & Kitchen","Evening",1,4,64,9,"Moderate",10,5,7,0,12,2,10,12,3,4,5,9,3,1,110,5,14,0,0,1,9,2,6,21,12,"2025-09-17",5,0,89
80774,63,"Non-binary","Germany","Rural",78189,"Student","High School","Divorced",0,7,"Retail","Asian","French","Mobile",0,3383,83,3,39,"PayPal",1,1,3,"Books","Night",1,7,67,8,"Strict",10,10,4,0,9,0,7,1,2,10,8,8,6,5,57,48,5,2,19,7,7,94,7,100,2,"2026-08-30",3,0,43
515563,34,"Male","Australia","Urban",172039,"Employed","High School","Divorced",0,9,"Marketing","Hispanic","Spanish","Mobile",1,1002,0,4,56,"Credit Card",0,0,4,"Books","Evening",0,0,56,1,"Moderate",4,1,10,1,8,1,2,8,0,1,0,5,7,7,109,13,2,5,5,10,10,33,2,94,9,"2026-11-24",6,1,70
683798,61,"Female","India","Rural",78343,"Employed","Master","Widowed",0,2,"Retail","Asian","Mandarin","Mobile",19,4414,65,5,369,"Bank Transfer",3,1,8,"Toys","Morning",0,6,10,3,"Moderate",1,8,10,0,11,4,1,7,5,6,6,6,2,3,23,12,6,0,10,7,4,63,4,41,22,"2025-07-02",2,1,43
775514,61,"Female","USA","Urban",20254,"Employed","High School","Divorced",0,1,"Finance","Caucasian","French","Mobile",18,1811,21,2,53,"Debit Card",3,0,5,"Toys","Night",0,3,35,12,"Loose",2,3,8,0,3,0,8,9,5,2,3,9,6,7,76,33,19,4,7,10,1,97,1,6,2,"2025-08-28",5,0,98
347940,21,"Male","Brazil","Urban",104192,"Unemployed","High School","Divorced",0,4,"Other","Asian","English","Desktop",2,624,69,4,68,"Google Pay",3,0,2,"Books","Evening",0,5,64,12,"Moderate",9,8,8,1,1,0,3,0,4,10,8,6,8,2,80,42,4,1,14,10,4,71,5,10,11,"2025-03-10",3,1,91
971441,27,"Female","Australia","Suburban",183697,"Student","Bachelor","Divorced",0,9,"Finance","African American","German","Mobile",19,2843,74,4,483,"Credit Card",2,0,10,"Sports","Morning",1,4,32,1,"Loose",4,9,9,1,5,3,5,9,3,9,8,7,10,2,117,26,12,0,15,2,1,23,7,49,19,"2025-03-08",2,1,25
690248,21,"Female","Canada","Rural",173192,"Student","High School","Widowed",1,10,"Healthcare","African American","German","Mobile",10,2446,34,3,248,"Apple Pay",2,1,4,"Home & Kitchen","Morning",0,5,38,10,"Moderate",3,6,1,0,12,1,5,18,5,4,6,8,7,10,108,35,17,5,1,1,9,100,2,9,22,"2025-11-17",6,0,56
554070,63,"Male","Japan","Suburban",152092,"Self-employed","Associate Degree","Single",0,9,"Healthcare","Other","Mandarin","Mobile",14,2575,78,1,134,"Credit Card",1,0,4,"Fashion","Afternoon",0,5,36,0,"Moderate",3,10,2,1,2,5,1,17,2,10,10,6,9,7,115,2,20,0,3,1,5,65,7,24,12,"2026-01-09",3,0,95
657398,23,"Female","USA","Rural",169715,"Employed","Bachelor","Widowed",0,4,"Healthcare","Hispanic","English","Mobile",8,660,16,2,189,"PayPal",2,1,9,"Groceries","Afternoon",0,1,32,3,"Loose",7,2,2,0,11,0,7,2,5,1,0,9,2,10,28,31,12,5,18,7,6,19,6,42,2,"2026-12-20",2,0,92
70617,56,"Male","UK","Urban",125722,"Self-employed","PhD","Divorced",0,6,"Finance","Asian","Spanish","Mobile",8,4062,50,6,468,"Debit Card",2,0,2,"Toys","Morning",1,5,82,3,"Loose",6,6,1,0,5,5,9,24,0,6,7,9,10,5,15,25,12,0,9,6,8,58,1,100,12,"2025-03-06",2,1,62
901868,73,"Male","China","Suburban",155215,"Employed","Associate Degree","Divorced",0,6,"Retail","Other","German","Desktop",19,4953,44,3,290,"PayPal",3,0,4,"Sports","Morning",0,2,31,9,"Strict",7,5,1,0,8,2,6,2,4,5,3,4,3,4,115,4,17,2,18,6,4,72,3,91,12,"2026-02-16",3,0,46
465155,50,"Male","India","Urban",194083,"Employed","Bachelor","Single",1,4,"Finance","Caucasian","French","Desktop",6,2958,12,2,363,"Debit Card",3,1,6,"Sports","Afternoon",0,3,31,11,"Moderate",6,2,8,1,12,3,4,24,4,3,3,7,10,10,30,25,2,4,8,9,7,33,4,74,12,"2026-09-22",6,1,97
992426,73,"Male","Germany","Urban",106708,"Retired","Master","Married",0,8,"Marketing","Asian","Hindi","Tablet",9,3076,82,5,399,"Google Pay",4,1,6,"Books","Evening",1,5,89,6,"Loose",4,10,1,0,11,1,1,19,6,9,7,6,1,10,6,2,9,1,18,1,3,93,6,16,20,"2025-04-08",3,1,67
168095,28,"Female","Brazil","Suburban",187971,"Unemployed","High School","Divorced",0,9,"Education","African American","English","Tablet",13,3593,44,2,427,"Bank Transfer",2,1,2,"Fashion","Evening",1,4,11,6,"Moderate",7,6,2,1,10,4,6,10,5,5,4,8,7,3,115,8,1,0,12,7,10,66,6,59,21,"2026-01-30",2,0,20
774638,28,"Male","Japan","Urban",13711,"Employed","Master","Married",0,7,"Marketing","Hispanic","Hindi","Tablet",18,500,30,5,322,"Google Pay",1,1,5,"Books","Night",1,2,52,2,"Loose",6,5,2,1,7,2,4,4,4,3,1,9,1,9,7,22,2,5,15,10,6,5,5,72,4,"2025-07-09",4,1,26
549485,68,"Female","USA","Urban",63020,"Self-employed","Master","Single",0,9,"Healthcare","Asian","French","Desktop",4,4368,68,5,356,"PayPal",1,0,3,"Home & Kitchen","Morning",1,4,65,5,"Strict",0,8,1,1,1,1,10,15,4,8,8,5,1,8,69,19,5,4,8,8,10,34,6,31,10,"2025-05-12",1,1,66
379895,44,"Male","USA","Rural",146132,"Employed","Associate Degree","Widowed",0,9,"Other","African American","French","Tablet",2,3019,38,1,389,"PayPal",2,0,4,"Fashion","Afternoon",1,4,42,5,"Loose",7,5,10,0,4,1,7,9,2,7,8,5,10,6,85,18,4,3,7,5,9,24,0,93,24,"2026-09-03",1,0,89
596637,75,"Female","UK","Suburban",162277,"Student","High School","Widowed",0,1,"Education","Asian","Mandarin","Mobile",2,3213,42,0,258,"Debit Card",0,0,9,"Fashion","Night",0,3,86,12,"Moderate",5,5,0,1,7,2,0,0,7,3,4,8,4,0,73,46,5,5,6,8,1,80,4,38,3,"2026-03-23",5,0,88
448405,54,"Female","UK","Urban",20927,"Unemployed","Bachelor","Single",0,8,"Finance","Asian","Hindi","Mobile",0,845,27,5,204,"Apple Pay",1,0,5,"Toys","Evening",1,1,72,2,"Strict",2,3,1,1,4,0,7,2,7,5,4,6,8,1,12,41,3,3,13,8,3,28,2,77,2,"2026-03-16",6,1,13
575227,62,"Male","UK","Rural",50699,"Employed","Associate Degree","Single",1,4,"Education","Asian","Hindi","Mobile",10,3571,0,1,168,"Debit Card",0,1,9,"Books","Morning",0,1,18,5,"Strict",2,0,2,1,4,4,3,20,4,0,1,5,3,5,102,25,6,3,10,5,6,11,4,49,8,"2025-01-30",1,0,52
281604,19,"Female","Australia","Urban",156578,"Retired","High School","Divorced",0,1,"IT","Hispanic","Mandarin","Desktop",19,61,25,2,106,"Google Pay",4,1,0,"Home & Kitchen","Evening",0,3,70,10,"Loose",9,4,9,0,8,3,1,9,6,2,1,7,10,1,51,41,13,1,15,4,9,13,2,22,21,"2026-07-27",6,0,95
630480,22,"Male","USA","Urban",121514,"Self-employed","Associate Degree","In a relationship",1,5,"Healthcare","Hispanic","French","Mobile",8,1466,78,5,412,"PayPal",4,1,2,"Home & Kitchen","Night",1,4,27,5,"Strict",5,8,8,0,7,0,10,18,4,10,10,5,0,10,104,48,14,4,9,7,2,92,6,90,5,"2025-02-18",4,0,78
451280,62,"Female","UK","Suburban",68523,"Student","High School","In a relationship",0,4,"Finance","Hispanic","English","Mobile",7,2403,5,1,267,"PayPal",1,1,6,"Sports","Night",0,2,67,9,"Moderate",7,0,8,0,8,4,3,1,4,1,1,4,8,5,41,14,4,2,8,10,4,4,6,39,20,"2026-09-28",1,0,60
141427,21,"Male","India","Urban",15997,"Unemployed","High School","Divorced",0,3,"Education","African American","Spanish","Mobile",16,2738,13,1,185,"Credit Card",4,1,4,"Books","Night",1,2,31,8,"Loose",2,2,3,0,3,4,9,20,4,2,3,9,9,10,35,16,4,1,3,6,1,92,1,51,20,"2026-03-24",7,1,90
143271,22,"Female","Canada","Rural",45410,"Student","Bachelor","Divorced",0,6,"Finance","Other","Hindi","Desktop",15,2314,68,5,202,"PayPal",3,1,8,"Fashion","Night",1,5,46,5,"Moderate",10,10,9,1,10,3,3,1,3,9,9,4,10,8,59,31,13,2,13,6,7,30,6,93,3,"2025-10-17",3,0,28
885525,73,"Male","USA","Suburban",131292,"Self-employed","Associate Degree","In a relationship",0,3,"Retail","Hispanic","Spanish","Desktop",6,127,64,1,271,"PayPal",2,0,8,"Toys","Afternoon",1,4,16,10,"Moderate",5,8,3,1,6,5,5,2,1,10,8,5,8,7,28,15,12,2,1,10,8,8,4,13,15,"2025-03-22",0,0,50
677414,79,"Female","France","Urban",101300,"Student","Associate Degree","Married",1,4,"Finance","Hispanic","Hindi","Mobile",15,3716,28,1,136,"PayPal",1,0,3,"Home & Kitchen","Night",0,3,100,3,"Loose",4,4,7,0,11,5,3,16,2,2,4,9,10,4,0,30,10,2,17,2,9,39,6,77,10,"2025-07-25",2,0,22
812797,30,"Male","Brazil","Urban",188156,"Unemployed","PhD","In a relationship",0,7,"Engineering","Other","Mandarin","Mobile",8,1112,22,4,455,"Bank Transfer",0,0,1,"Electronics","Evening",0,1,77,4,"Strict",1,3,1,1,10,0,0,24,7,3,2,9,1,9,36,10,17,5,8,8,8,26,6,72,24,"2026-03-19",5,1,47
966018,23,"Female","Brazil","Rural",125344,"Unemployed","Master","Divorced",0,2,"Retail","Asian","Mandarin","Desktop",10,1686,19,7,174,"Google Pay",4,1,5,"Fashion","Night",0,2,65,6,"Strict",2,3,6,0,6,1,4,0,6,1,0,9,10,0,20,37,2,3,3,9,4,92,7,93,20,"2026-10-17",3,1,50
890404,68,"Male","Germany","Suburban",25780,"Student","Bachelor","Married",0,10,"Other","Caucasian","English","Mobile",16,4884,51,4,104,"PayPal",1,1,5,"Sports","Night",0,3,79,9,"Strict",4,7,9,1,9,2,4,21,1,6,7,6,9,5,97,30,2,3,15,4,10,89,1,49,7,"2026-03-13",5,0,46
389046,80,"Female","Germany","Suburban",105474,"Student","High School","In a relationship",0,6,"IT","Asian","Mandarin","Mobile",0,2494,61,4,22,"PayPal",0,0,7,"Sports","Morning",0,5,60,12,"Loose",10,7,5,1,4,4,4,7,4,7,6,9,8,10,47,37,15,4,17,10,4,81,4,83,16,"2026-09-01",5,0,17
599845,63,"Male","USA","Urban",71628,"Student","Associate Degree","In a relationship",1,7,"Education","African American","German","Mobile",17,1210,45,5,185,"PayPal",4,1,10,"Books","Night",1,2,80,0,"Loose",1,4,8,0,11,4,4,1,3,6,4,7,0,2,91,42,2,1,0,6,8,63,2,75,19,"2026-01-20",2,0,95
766660,72,"Male","France","Suburban",120969,"Self-employed","Associate Degree","Married",1,3,"Retail","Caucasian","French","Mobile",19,3694,49,4,141,"PayPal",3,0,5,"Fashion","Evening",1,5,81,9,"Strict",10,6,9,0,1,1,9,22,1,5,3,8,8,2,95,12,6,3,14,3,10,89,5,7,11,"2026-09-19",1,0,71
164487,63,"Male","Brazil","Suburban",19530,"Student","High School","In a relationship",1,2,"Finance","Asian","French","Desktop",14,2320,78,0,337,"Apple Pay",0,0,10,"Fashion","Evening",0,5,26,3,"Strict",8,10,10,1,4,5,4,0,6,10,10,4,3,9,101,8,15,0,19,6,9,6,0,69,6,"2025-03-31",2,0,63
666230,67,"Male","France","Rural",19820,"Unemployed","High School","Divorced",0,10,"Finance","Asian","Hindi","Desktop",1,2428,26,4,26,"PayPal",3,0,9,"Home & Kitchen","Afternoon",1,2,37,0,"Moderate",10,2,1,0,2,1,8,8,0,3,4,5,0,4,47,25,1,1,4,9,6,11,1,32,5,"2025-06-16",1,0,88
920450,59,"Female","Australia","Rural",162802,"Retired","Bachelor","Married",0,6,"Healthcare","African American","Hindi","Tablet",19,3789,57,4,63,"PayPal",2,0,9,"Books","Morning",1,4,13,5,"Moderate",9,7,7,0,10,4,5,13,4,7,7,8,7,2,52,13,10,3,16,4,1,17,6,49,19,"2026-11-17",6,1,83
573197,65,"Female","Canada","Urban",53790,"Self-employed","Bachelor","Divorced",1,5,"Retail","Asian","French","Mobile",13,4588,44,5,330,"Credit Card",4,0,2,"Beauty","Afternoon",0,4,39,9,"Strict",8,6,0,0,0,3,10,2,1,8,7,9,2,5,114,37,4,4,4,4,5,35,3,100,6,"2025-09-04",1,0,96
399656,56,"Male","Germany","Suburban",166281,"Unemployed","Associate Degree","In a relationship",0,5,"IT","Hispanic","German","Mobile",7,3164,10,1,78,"Google Pay",1,0,5,"Books","Evening",0,0,53,2,"Moderate",0,0,8,0,3,4,9,3,7,0,0,6,0,4,92,19,11,2,20,7,4,71,3,72,20,"2025-03-25",3,0,18
499067,70,"Female","UK","Urban",82769,"Unemployed","Bachelor","Single",0,7,"Other","Hispanic","English","Desktop",6,1211,41,6,167,"Apple Pay",2,1,10,"Electronics","Evening",0,4,35,4,"Moderate",2,4,8,0,10,2,5,12,2,6,5,5,8,7,79,44,9,1,5,1,7,69,3,100,18,"2026-05-25",2,0,9
357893,67,"Male","Brazil","Urban",173330,"Retired","Associate Degree","Single",0,5,"Retail","Asian","German","Tablet",3,924,0,4,218,"Apple Pay",1,0,9,"Fashion","Night",0,0,87,12,"Strict",10,0,6,1,1,3,5,10,3,1,1,5,5,0,6,31,6,4,10,10,8,9,2,12,2,"2025-09-13",4,0,14
848361,40,"Female","Canada","Urban",46324,"Employed","Associate Degree","In a relationship",0,10,"Marketing","African American","German","Desktop",5,877,17,5,62,"PayPal",2,0,10,"Books","Evening",0,2,57,12,"Moderate",6,2,9,1,6,5,1,16,1,3,3,5,9,0,104,35,12,0,5,10,1,21,5,67,22,"2025-10-10",3,1,76
535909,42,"Male","Canada","Urban",139876,"Employed","Bachelor","Married",1,2,"Other","Caucasian","French","Desktop",0,3273,8,2,432,"Credit Card",4,0,10,"Sports","Evening",0,0,32,3,"Loose",8,1,3,0,4,2,6,19,7,1,3,8,4,2,120,17,19,3,18,1,7,0,7,71,5,"2026-04-15",1,0,49
606913,60,"Male","Germany","Urban",148699,"Self-employed","Bachelor","Married",0,7,"Education","Other","Mandarin","Mobile",7,3446,59,6,253,"Apple Pay",0,0,2,"Fashion","Evening",0,6,79,3,"Loose",10,8,8,0,11,2,7,7,6,7,7,4,8,1,52,27,14,4,11,2,6,100,5,92,8,"2026-07-03",3,0,26
594562,67,"Female","UK","Suburban",15709,"Retired","High School","Widowed",1,2,"Engineering","Caucasian","German","Mobile",10,4673,57,0,84,"Debit Card",0,0,3,"Toys","Morning",1,6,100,3,"Strict",7,8,2,0,6,3,1,12,6,7,7,9,9,2,101,22,20,0,0,4,4,19,0,94,8,"2026-09-09",3,0,0
188781,21,"Female","India","Urban",82549,"Student","Associate Degree","Single",0,8,"Marketing","Other","Mandarin","Desktop",4,400,78,2,31,"Apple Pay",0,0,6,"Books","Morning",0,5,46,2,"Loose",5,9,9,1,7,5,4,13,3,10,10,9,3,2,16,35,16,2,1,9,4,45,7,48,11,"2025-02-25",2,0,45
918247,27,"Female","Canada","Urban",122764,"Employed","Master","Divorced",0,6,"Other","Other","Spanish","Desktop",5,4694,50,7,280,"Debit Card",2,1,6,"Toys","Afternoon",1,4,58,9,"Loose",8,7,9,1,4,2,3,10,4,8,9,7,8,3,73,17,8,2,10,8,3,21,2,20,17,"2026-02-05",2,1,67
826230,43,"Female","USA","Urban",124560,"Retired","Master","Single",1,10,"Education","Caucasian","Spanish","Mobile",16,1303,20,4,101,"Credit Card",1,1,7,"Fashion","Evening",1,3,57,5,"Moderate",2,3,4,0,12,3,3,1,4,2,0,5,6,0,13,47,14,5,0,8,9,21,6,3,11,"2026-06-01",5,1,75
767375,30,"Female","Germany","Urban",57007,"Retired","Bachelor","Divorced",1,9,"Other","Asian","French","Mobile",3,3654,6,5,431,"Google Pay",3,1,7,"Books","Morning",1,0,83,12,"Loose",7,0,2,1,0,5,4,17,4,1,0,6,6,6,118,35,6,4,16,10,8,26,4,47,7,"2026-12-19",7,0,13
